date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-08-25,mis_rep,14.4,0,0.0,1.0,0.0,2005,773,-1.49
2025-08-25,mis_rep,14.4,1,60.0,1.0,0.0,2011,629,-0.41
2025-08-25,mis_rep,14.4,2,-60.0,1.0,0.0,2009,592,-2.54
2025-08-25,mis_rep,14.4,3,30.0,1.0,0.0,2007,526,-0.84
2025-08-25,mis_rep,14.4,4,120.0,1.0,0.0,2010,746,0.54
2025-08-25,mis_rep,14.4,5,-120.0,1.0,0.0,2010,625,2.71
2025-08-25,mis_rep,14.4,6,-60.0,1.0,0.0,2009,584,-2.63
2025-08-25,mis_rep,14.4,7,-120.0,1.0,0.0,2009,540,2.65
2025-08-25,mis_rep,14.4,8,90.0,1.0,0.0,2001,628,-0.12
2025-08-25,mis_rep,14.4,9,0.0,1.0,0.0,2008,551,-1.63
2025-08-25,mis_rep,14.4,10,90.0,1.0,0.0,2006,550,-0.03
2025-08-25,mis_rep,14.4,11,-150.0,1.0,0.0,2008,596,2.32
2025-08-25,mis_rep,14.4,12,150.0,1.0,0.0,2010,594,0.96
2025-08-25,mis_rep,14.4,13,-90.0,1.0,0.0,2005,633,-3.06
2025-08-25,mis_rep,14.4,14,30.0,1.0,0.0,2008,591,-0.83
2025-08-25,mis_rep,14.4,15,90.0,1.0,0.0,2007,677,0.06
2025-08-25,mis_rep,14.4,16,-150.0,1.0,0.0,2004,637,2.26
2025-08-25,mis_rep,14.4,17,0.0,1.0,0.0,2007,591,-1.57
2025-08-25,mis_rep,14.4,18,-90.0,1.0,0.0,2001,548,3.09
2025-08-25,mis_rep,14.4,19,-90.0,1.0,0.0,2007,591,-3.12
2025-08-25,mis_rep,14.4,20,60.0,1.0,0.0,2008,545,-0.45
2025-08-25,mis_rep,14.4,21,-30.0,1.0,0.0,2010,555,-2.05
2025-08-25,mis_rep,14.4,22,150.0,1.0,0.0,2001,663,1.07
2025-08-25,mis_rep,14.4,23,30.0,1.0,0.0,2003,576,-0.98
2025-08-25,mis_rep,14.4,24,120.0,1.0,0.0,2002,600,0.57
2025-08-25,mis_rep,14.4,25,-150.0,1.0,0.0,2009,535,2.25
2025-08-25,mis_rep,14.4,26,120.0,1.0,0.0,2007,577,0.49
2025-08-25,mis_rep,14.4,27,-30.0,1.0,0.0,2004,569,-2.24
2025-08-25,mis_rep,14.4,28,60.0,1.0,0.0,2010,630,-0.5
2025-08-25,mis_rep,14.4,29,150.0,1.0,0.0,2003,692,1.06
2025-08-25,mis_rep,14.4,30,-30.0,1.0,0.0,2008,581,-2.21
2025-08-25,mis_rep,14.4,31,-120.0,1.0,0.0,2008,588,2.65
2025-08-25,mis_rep,14.4,32,-60.0,1.0,0.0,2010,612,-2.5
2025-08-25,mis_rep,14.4,33,60.0,1.0,0.0,2008,551,-0.5
