date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-09-01,mis_rep,12.4,0,-60.0,1.0,0.0,2010,585,-2.66
2025-09-01,mis_rep,12.4,1,-150.0,1.0,0.0,2006,544,2.09
2025-09-01,mis_rep,12.4,2,-120.0,1.0,0.0,2008,523,2.53
2025-09-01,mis_rep,12.4,3,120.0,1.0,0.0,2001,477,0.59
2025-09-01,mis_rep,12.4,4,30.0,1.0,0.0,2009,664,-1.21
2025-09-01,mis_rep,12.4,5,-30.0,1.0,0.0,2010,655,-2.39
2025-09-01,mis_rep,12.4,6,90.0,1.0,0.0,2010,600,-0.08
2025-09-01,mis_rep,12.4,7,-120.0,1.0,0.0,2003,506,2.39
2025-09-01,mis_rep,12.4,8,-60.0,1.0,0.0,2009,608,-2.61
2025-09-01,mis_rep,12.4,9,120.0,1.0,0.0,2005,640,0.49
2025-09-01,mis_rep,12.4,10,-30.0,1.0,0.0,2003,627,-2.25
2025-09-01,mis_rep,12.4,11,30.0,1.0,0.0,2007,537,-0.97
2025-09-01,mis_rep,12.4,12,90.0,1.0,0.0,2009,837,0.12
2025-09-01,mis_rep,12.4,13,-150.0,1.0,0.0,2001,485,2.2
2025-09-01,mis_rep,12.4,14,-120.0,1.0,0.0,2002,519,2.45
2025-09-01,mis_rep,12.4,15,150.0,1.0,0.0,2009,695,0.92
2025-09-01,mis_rep,12.4,16,-90.0,1.0,0.0,2001,551,3.11
2025-09-01,mis_rep,12.4,17,-150.0,1.0,0.0,2008,479,2.23
2025-09-01,mis_rep,12.4,18,60.0,1.0,0.0,2002,548,-0.75
2025-09-01,mis_rep,12.4,19,150.0,1.0,0.0,2005,607,1.01
2025-09-01,mis_rep,12.4,20,60.0,1.0,0.0,2008,550,-0.54
2025-09-01,mis_rep,12.4,21,-90.0,1.0,0.0,2004,513,-3.13
2025-09-01,mis_rep,12.4,22,0.0,1.0,0.0,2006,597,-1.66
2025-09-01,mis_rep,12.4,23,-60.0,1.0,0.0,2010,657,-2.71
