date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-08-25,mis_rep,19.2,0,90.0,1.0,0.0,2004,821,0.06
2025-08-25,mis_rep,19.2,1,0.0,1.0,0.0,2009,806,-1.53
2025-08-25,mis_rep,19.2,2,-30.0,1.0,0.0,2009,878,-2.18
2025-08-25,mis_rep,19.2,3,-150.0,1.0,0.0,2005,3760,2.09
2025-08-25,mis_rep,19.2,4,-60.0,1.0,0.0,2009,1591,-2.63
2025-08-25,mis_rep,19.2,5,90.0,1.0,0.0,2004,1104,-0.01
2025-08-25,mis_rep,19.2,6,150.0,1.0,0.0,2010,949,0.98
2025-08-25,mis_rep,19.2,7,-150.0,1.0,0.0,2012,934,2.14
2025-08-25,mis_rep,19.2,8,-120.0,1.0,0.0,2006,3576,2.58
2025-08-25,mis_rep,19.2,9,0.0,1.0,0.0,2003,973,-1.54
2025-08-25,mis_rep,19.2,10,-90.0,1.0,0.0,2004,808,-3.12
2025-08-25,mis_rep,19.2,11,120.0,1.0,0.0,2010,751,0.61
2025-08-25,mis_rep,19.2,12,30.0,1.0,0.0,2003,678,-0.92
2025-08-25,mis_rep,19.2,13,120.0,1.0,0.0,2014,977,0.53
2025-08-25,mis_rep,19.2,14,150.0,1.0,0.0,2012,874,1.07
2025-08-25,mis_rep,19.2,15,-60.0,1.0,0.0,2006,1190,-2.59
2025-08-25,mis_rep,19.2,16,-120.0,1.0,0.0,2005,1420,2.61
2025-08-25,mis_rep,19.2,17,-90.0,1.0,0.0,2005,3102,-3.1
2025-08-25,mis_rep,19.2,18,-120.0,1.0,0.0,2012,3245,2.63
2025-08-25,mis_rep,19.2,19,60.0,1.0,0.0,2010,1027,-0.45
2025-08-25,mis_rep,19.2,20,-90.0,1.0,0.0,2010,2661,3.12
2025-08-25,mis_rep,19.2,21,-60.0,1.0,0.0,2011,1095,-2.61
2025-08-25,mis_rep,19.2,22,30.0,1.0,0.0,2004,911,-1.07
2025-08-25,mis_rep,19.2,23,120.0,1.0,0.0,2005,901,0.51
2025-08-25,mis_rep,19.2,24,-30.0,1.0,0.0,2009,900,-2.17
2025-08-25,mis_rep,19.2,25,30.0,1.0,0.0,2003,917,-1.05
2025-08-25,mis_rep,19.2,26,-150.0,1.0,0.0,2007,716,2.14
2025-08-25,mis_rep,19.2,27,60.0,1.0,0.0,2011,595,-0.46
2025-08-25,mis_rep,19.2,28,150.0,1.0,0.0,2003,948,1.01
