date,condition,subject,trial,target_angle,su,rotation,rt,mt,ep
2025-08-25,mis_rep,13.4,0,-90.0,1.0,0.0,2009,529,-3.14
2025-08-25,mis_rep,13.4,1,0.0,1.0,0.0,2007,499,-1.35
2025-08-25,mis_rep,13.4,2,-150.0,1.0,0.0,2008,485,2.36
2025-08-25,mis_rep,13.4,3,-120.0,1.0,0.0,2010,580,2.53
2025-08-25,mis_rep,13.4,4,-30.0,1.0,0.0,2007,492,-2.1
2025-08-25,mis_rep,13.4,5,150.0,1.0,0.0,2005,459,1.27
2025-08-25,mis_rep,13.4,6,150.0,1.0,0.0,2010,497,1.15
2025-08-25,mis_rep,13.4,7,30.0,1.0,0.0,2008,540,-1.1
2025-08-25,mis_rep,13.4,8,-30.0,1.0,0.0,2007,466,-2.07
2025-08-25,mis_rep,13.4,9,-90.0,1.0,0.0,2007,538,-3.1
2025-08-25,mis_rep,13.4,10,90.0,1.0,0.0,2002,422,-0.01
2025-08-25,mis_rep,13.4,11,-60.0,1.0,0.0,2008,496,-2.6
2025-08-25,mis_rep,13.4,12,-90.0,1.0,0.0,2002,557,-3.09
2025-08-25,mis_rep,13.4,13,60.0,1.0,0.0,2002,487,-0.38
2025-08-25,mis_rep,13.4,14,90.0,1.0,0.0,2009,608,0.01
2025-08-25,mis_rep,13.4,15,30.0,1.0,0.0,2004,578,-0.99
2025-08-25,mis_rep,13.4,16,0.0,1.0,0.0,2003,463,-1.48
2025-08-25,mis_rep,13.4,17,-60.0,1.0,0.0,2003,572,-2.69
2025-08-25,mis_rep,13.4,18,30.0,1.0,0.0,2002,559,-1.03
2025-08-25,mis_rep,13.4,19,0.0,1.0,0.0,2005,495,-1.53
2025-08-25,mis_rep,13.4,20,-120.0,1.0,0.0,2009,574,2.7
2025-08-25,mis_rep,13.4,21,120.0,1.0,0.0,2002,511,0.51
2025-08-25,mis_rep,13.4,22,-120.0,1.0,0.0,2006,446,2.52
2025-08-25,mis_rep,13.4,23,150.0,1.0,0.0,2010,478,0.96
2025-08-25,mis_rep,13.4,24,60.0,1.0,0.0,2002,451,-0.49
2025-08-25,mis_rep,13.4,25,-150.0,1.0,0.0,2001,412,2.18
2025-08-25,mis_rep,13.4,26,-30.0,1.0,0.0,2003,485,-2.12
2025-08-25,mis_rep,13.4,27,120.0,1.0,0.0,2002,473,0.55
2025-08-25,mis_rep,13.4,28,-150.0,1.0,0.0,2003,438,2.16
2025-08-25,mis_rep,13.4,29,60.0,1.0,0.0,2002,472,-0.56
2025-08-25,mis_rep,13.4,30,-60.0,1.0,0.0,2004,475,-2.57
2025-08-25,mis_rep,13.4,31,120.0,1.0,0.0,2010,435,0.42
2025-08-25,mis_rep,13.4,32,90.0,1.0,0.0,2008,455,0.01
2025-08-25,mis_rep,13.4,33,-150.0,1.0,0.0,2002,579,2.14
2025-08-25,mis_rep,13.4,34,-30.0,1.0,0.0,2007,485,-2.23
2025-08-25,mis_rep,13.4,35,-150.0,1.0,0.0,2003,545,2.22
2025-08-25,mis_rep,13.4,36,120.0,1.0,0.0,2001,555,0.62
2025-08-25,mis_rep,13.4,37,-120.0,1.0,0.0,2010,498,2.6
2025-08-25,mis_rep,13.4,38,120.0,1.0,0.0,2003,607,0.61
2025-08-25,mis_rep,13.4,39,-120.0,1.0,0.0,2010,518,2.69
2025-08-25,mis_rep,13.4,40,150.0,1.0,0.0,2010,433,1.23
2025-08-25,mis_rep,13.4,41,30.0,1.0,0.0,2003,537,-1.07
2025-08-25,mis_rep,13.4,42,30.0,1.0,0.0,2003,557,-1.09
2025-08-25,mis_rep,13.4,43,-120.0,1.0,0.0,2012,543,2.69
2025-08-25,mis_rep,13.4,44,-30.0,1.0,0.0,2011,505,-2.11
2025-08-25,mis_rep,13.4,45,-30.0,1.0,0.0,2001,495,-2.09
2025-08-25,mis_rep,13.4,46,0.0,1.0,0.0,2003,465,-1.5
2025-08-25,mis_rep,13.4,47,60.0,1.0,0.0,2003,493,-0.53
2025-08-25,mis_rep,13.4,48,30.0,1.0,0.0,2004,525,-1.02
2025-08-25,mis_rep,13.4,49,60.0,1.0,0.0,2007,556,-0.48
2025-08-25,mis_rep,13.4,50,-60.0,1.0,0.0,2002,425,-2.45
